latitude , longitude,address,name 
19.0606917,72.8362497,"180,Roseland,Opp National College,In, Of Linking & Waterfeild Rd,Bandra, Mumbai",Ojas Laser Eye Surgery Centre
19.0606917,72.8362497,"1St Floor, Diamond Palace 15 - A , Hill Road , Opposite Bandra , Police Station , Bandra (West ) , Mumbai",Parekh Eye Hospital
19.0606917,72.8362497,"235,Sudham,27Th Road,Bandra",Revival Polyclinic
19.0674662,72.828512,"Kakad Apts.1St Floor 4, Pali Road, Bandra(W )",Satya Shiva Medicals Pvt. Ltd.
19.0607435,72.8369031,"222, S.V. Road, Bandra- West, Mumbai,",Shroff Eye Hospital
19.0606917,72.8362497,"19-A, Pali Road, ! St Floor, Opp Hsbc Bank, Above 10The Health Spa, Bandra West Mumbai",Shruti Nursing Home
19.0536244,72.8245123,"13, Hill Road, Bandra (W), Mumbai",Sushama Patkar Maternity ( and Surgical) Home - Bandra
19.0593278,72.8351498,"169, Lily Vill, St. Andrews Road, Off Turner Road, Bandra, [W] Mumbai",The Cosmetic Surgery Institute
19.0525804,72.8242037,"Opp Mehboob Sutdio, Hill Rd, Bandra West,",Vision 2000 Laser Surgery Centre
19.0563119,72.8386593,"27-A Nootan Nagar Bandra Station Road, Bandra(W) Mumbai-",West Lake Speciality Clinic
19.1605587,72.9469214,Mulund Goregaon Link Road Mulund Goregaon Link Road Mulund - West Mumbai,Fortis Hospitals Limited
19.060533,72.8493479,"10/480, M.H.B.Colony, Kher Nagar, Opp Muncipal School, Bandra E), Mumbai",Laxmi Surgical Clinic
19.0608089,72.8454864,"Bldg.No.3,Kher Nagar Kala Co-Op Hsg Soc., Ram Mandir Road, Bandra (E), Mumbai",Nandini Eye Care Centre
19.0574076,72.8447654,"Building No. 32, Kher Nagar, Opposite Ongc Quarters, Bandra (East)",Palvi Maternity and Mother Care Centre - Bandra Mumbai
19.0585316,72.8478554,"Bldg.No.56, Gandhi Nagar, Bandra East Mumbai",Tejas Eye Clinic
19.1551485,72.8678551,Goregaon,Tushar Maternity and Surgical Nursing Home
19.0716903,72.8341267,"67, C.D.Marg 18Th Road Bus Stop Khar(W) Mumbai",Chrysalizz
19.0703631,72.8369507,"Naseeb Plot No.115,1St Floor, S.V.Road, Khar (West), Mumbai",G.M.Medical Centre - Khar
19.0716903,72.8341267,115 S.V.Road Khar(W),Gopi Nursing Home
19.0176169,72.8561288,Mumbai,I Sight Eyecare And Surgery
19.074515,72.834424,"1 Milton Tower,290-291, Linking Road, Khar (W) Mumbai",Khar Clinico-Pathological Laboratory
19.0716903,72.8341267,"14-A Rd, Khar Mumbai",Kumar Clinic
19.0741473,72.8325682,"No. 14 A, Road, Pujya Kashiram Jains Marg Ahimsa Bhavan, Ahimsa Marg, Khar W)",Mahavir Medical Research Center
19.0715992,72.8348232,"12Th Road, Khar, Mumbai,",Ramakrishna Mission Hospital
19.0689055,72.8320899,"Shyamkripa Bldg,Ground Floor 15Th Road, Khar (W)",Tulip Womens Healthcare Centre - Khar (W)
19.1551485,72.8678551,Goregaon Mumbai,Vardan Nursing Home Pvt.Ltd.
19.1363246,72.82766,"17-B/007-008, Girnar Swami Samarth Nagar,Off Four Bungalows, Andheri (W)",Ameya Maternity and Nursing Home
19.1198548,72.8464601,Andheri Mumbai,Ashwini Clinic
19.1363246,72.82766,"1St Floor, ""The Link"", Link Road Extension, Opposite Star Bazaar, Next To Audi Showroom, Andheri (W), Mumbai",Bellevue Multispeciality Hospital
19.1363246,72.82766,"Benzer, 2Nd Cross Road, Lokhandwala Complex, Andheri (W)","Benzer Nursing Home, Andheri"
19.1198548,72.8464601,"Jai Prakash Road, Four Bunglows, Andheri W)",Dr Parekhs Deafness Clinic and Ent Hospital
19.1363246,72.82766,A - 102 Aditi Opp Teleph0Ne Exchange M H A D A 4 Bunglows Andheri (W),Dr. Indus New Born And Child Care Centre
19.1363246,72.82766,"A-1, Kanwal Apartments, 145, Four Bunglow Road, P.O. Azadnagar, Andheri(W) Mumbai",Dr. Jk Shah's Eye Clinic and Laser Centre
19.1198548,72.8464601,"Andheri,Mumbai",Dr. Joshi Surgical and Maternity Hospital
19.1437436,72.8251145,"A/2, Aashirwad, 2Nd Cross Lane, Lokhandwala Complex, Andheri(W)",Dr. Khosla`S Dental Centre
19.1363246,72.82766,"Bldg.No.15, Flat No.102,Mhada Complex,New Link Road,Near Oshiwara Police Station, Andheri (West), Mumbai",Dr. M.I.Doongerwala - Andheri
19.1363246,72.82766,"Yashodhan Apt. No.1, Four Bunglows, Next To Four Bunglows Signal, Andheri (W), Mumbai",Dr. Pareeks Deafness Clinic and Ent Hospital - Andheri
19.1732556,72.8363508,"Docors Comer, Sitladevi C.H.S.,D.N.Nagar, New Link Road, Andheri (W), Mumbai",Eva Medicare Center - Andheri
19.1435906,72.8246291,"105/106, Garden View Shastri Nagar Off J P Road, Before Lokhandwala Complex Andheri (W) Mumbai",Gandhi Nursing Home
19.1344172,72.8256366,"Rao Saheb Achutrao Patwardhan Marg, Four Bungalows, Andheri West, Mumbai",Kokilaben Dhirubhai Ambani Hospital
19.1396177,72.8317178,"Link Garden,Parasram Punia,Tower-2 Via Link Road,Andheri(West)",Kulkarni Nursing Home and Polyclinic
19.1373646,72.8253553,"1St Floor, Sunshine, OppositeShastri Nagar, Lokhandwala Complex, Andheri (W)",Life Care Medical Centre
19.1363246,72.82766,"Eversun Soc., Sahakar Nagar, Jp Road, Andheri West",Parijat Surgical and General Hospital
19.1455917,72.8229639,33 Nebula 4Th Cross Rd Lokhandwala Complex Andheri W Mumbai,Pushpa Maternity Home
19.1438721,72.8243536,"201, Palm Spring,P.Tandan Street,Lokhandwala Complex, Andheri(W)",Reges Bone And Joint Care Centre
19.1455917,72.8229639,"Nebula""A"", Lokhandwala, Andheri (W), Mumbai,",Sanghvi Hospital (Andheri)
19.1289346,72.8248789,"103, Yashodhan Bldg. Ii, Four Bunglows Andheri (W), Mumbai",Sengal Patan Lab
19.1969579,72.8733648,"103 Raj Tower, Lokhandwala Complex",Shreeji Hospital
19.1629338,72.839241,Goregaon W-,Siddhartha Municipal General Hospital
19.1363246,72.82766,"D.N.Nagar, Link Road, J.P.Road Junction, Andheri (W)",Siddhivinayak Surgical Centre
19.1445491,72.8254052,"B / 103 Suman Apartments 3Rd Cross Lane, Lokahandwala Complex Andheri - West Mumbai",Suman Eye Clinic And Surgery Centre
19.1363246,72.82766,"1, Ground Flr, 142/143, J.P.Road Bon Lane, 7 Bunglow Andheri(W)",Super Religare Laboratories Ltd
19.1363034,72.827096,"Sai Dwar 2Nd Floor, Near Laxmi Industrial Estate, Sab Tv Lane, Lokhandwala, Andheri(W)",Surgicare Medical Centre - Mumbai
19.1285131,72.8247942,"22, Nandkripa Shopping Centre, Ratan Nagar Lane Andheri(W) Mumbai",Vijay Opticians
19.1363246,72.82766,"A-1 Ground Floor Building No 20, Manish Nagar 4. Bunglows Andheri (W)",Vital Care Centre
19.1198548,72.8464601,Andheri Mumbai,Yash Neel Maternity Home
19.0893623,72.837722,"Rizvi Park, S.V.Road, Santacruz(W)",Aseem Orthopaedic Hospital
19.0820719,72.8404132,Corner Of S Y Road Santacruz(W) Tilak Road Mumbai,Bcj Hospital And Asha Parekh Research Centre
19.0811858,72.8361408,"Gopal Bhuvan,Tagore Road, Santacruz (W), Mumbai,",Bhargava Nursing Home
19.0825013,72.8387327,Santacruz Mumbai,Clilical Pathology and Bacteriology Clinic
19.1363246,72.82766,Besera 3Rd Cross Lane Lokhandwala Andheri West Mumbai,Fantasy Clinic
19.0815087,72.8376755,"102, Modi Niwas, S V Road, Opp Bank Of Baroda Santacruz West, Mumbai",Gandhi Nursing Home
19.0895032,72.8385658,"102 D Wing Rizvi Nagar 1 St Floor S.V.Road Milan, Corner Santacruz ,",Kenias Eye Hospital
19.0815087,72.8376755,"C-Wing 1St Floor Rizvi Park,At Milan Subway Signal S V Road Santacruz(W) Mumbai",Life Line Hospital and Diagnostics Pvt Ltd
19.0815087,72.8376755,"G-6, Chirag Housing Society, B-1, S.V.Road, Santacruz(W), Mumbai",Malpani Eye Hospital And Laser Centre
19.088112,72.835058,"9/C-1,Khira Nagar, S.V. Road, Santacruz (W), Mumbai",Maniar Clinic
19.0815087,72.8376755,"101, Kirti Manor, S V Road, Phiroz Dastoor & Sons, Santacruz West, Mumbai",Mumbai Retina Centre
19.072631,72.838478,"103, Parasurampuria Apt, 2 Tps 6 2Nd Rd, Santacruz West, Mumbai",Netrapuja Research Centre
19.0815087,72.8376755,Santacruz (W),Radiance Laser Vision Centre
19.0815087,72.8376755,Santacruz West,Samvedan Health Care Clinic
19.085559,72.8364953,"5-D, Dattaray Road, Santacruz (West), Mumbai",Sarla Hospital and Icu
19.081131,72.839053,"106, Dinar Building 20 Station Road , Santacruz ( West ) , Mumbai",Sarvodaya Eye Hospital
19.0819373,72.8382266,"Maheshwar Darshan, S V Rd, Santacruz West,",Smruti Nursing Home
19.0815087,72.8376755,"102, Suryoday, Juhu Rd, Near Santacruz Police Station, Santacruz (W), Mumbai",The Ark Clinic
19.0825366,72.8502317,"Opposite Bandhutva Chs Datta Mandir Rd Vakola Bridge Santacruz (E), Mumbai, Mumbai",Dattatreya Nursing Home
19.1515624,72.9435765,"Karlton Apts, Vakola Village Road, Vakola Santacruz (E), Mumbai",Dr. Raut`S Maternity and Surgical Nursing Home
19.079497,72.8465064,"3/15,Santacruz Mansion, Ground Floor, Nehru Road, Santacruz (E) Mumbai",Dr. Sheth Surgical Clinic andGeneral Nursing Home- Santacruz-Mumbai
19.0797967,72.8427287,"Shri Sadashiv Chs, 6Th Road, Santacruz(E),Mumbai",Nandan Maternity and Surgical Home
19.0801652,72.8494657,"16/121, Anand Nagar, Near Vakola Police Station, Santacruz (E)",Siddhi Nursing Home
19.0759837,72.8776559,"82, Sita Sadan, Vakola Bridge, Opp Hotel Hyatt Santacruz Mumbai",Sona Medical Center
19.07937,72.8562596,"Moiz Apt., 12Th Road, Near Reliance Energy, Santacruz (E), Mumbai",Upadhyaya Nursing Home
19.0177749,72.8582527,"Kailash Kutir, B-23/184, Anand Nagar, Santacruz-(E) Mumbai",Vakola Nursing Home and Polyclinic
19.1013427,72.8394774,"S V Road, Vile Parle - West Mumbai",Dr Balabhai Nanavati Hospital
19.0982759,72.848784,12 Park View Vile Parle(W),Dr Jagdish Shahs Clinic
19.1405116,72.8421555,"Sani Shopping Centre, Jogeshwari W),",Dr Shah Hospital and Acupuncture Research Center
19.106652,72.8402931,"A-4/5/6 Majithia Apts. S.V. Road,Irla, Vile Parle (West)",Dr. Sadiwalas Clinic and Nursing Home
19.1145832,72.8358707,"26, Irla Shopping Centre, Vile Parle (W)",Dr. Sanjay Soni
19.0759837,72.8776559,"Anil Villa, V P Road, Vileparle West, Mumbai",Eclat Polyclinic
19.1012769,72.8425406,"B1-B2 Tulsi Villa, 27 Bajaj Road, Vile Parle (West),",Eyeris Medical Center Pvt. Ltd.
19.1102949,72.8409693,"Heena Smruti, Road No 2, Juhu Scheme, Opposite Cooper Hospital Casualty, Vile Parle(W)Mumbai",Iris Eye Center
19.1102949,72.8409693,"189, Majithia Appt. Icici Bank S.V. Road, Irla,Vile Parle (W)",Irla Nursing Home and Polyclinic
19.1083063,72.8382876,"2Nd Floor, Shri Mumbadevi Homeopathic Hospital Natakkar Ram , Ganesh Gadkari Road , Irla , Vile Parle ( West )","Life Care Iccu , Medical and Surgical Emergencies"
19.098692,72.840026,"99, Lajpatri Road, Vileparel West, Mumbai-56",Mahaveer Health Care Centre
19.1102949,72.8409693,"33/34, New Putalibai Kapol Niwas, S.V.Road,Next To Venilal's, Vile Parle(W),Mumbai",Navkar Eye Care Center
19.1102949,72.8409693,"Shrinath Darshan, Near Golden Tobacco, S.V.Road, Vile Parle (W), Mumbai",Shruti Clinic - Vile Parle
19.1083063,72.8382876,"Nattakar Gadkari Marg, Irla, Vile Parle (West), Mumbai",The Mediheights Shreeji Hospital and Research Center
19.1030524,72.8466914,Vile Parle Mumbai,Voras Clinical Laboratory
19.1100258,72.8495392,"102/5,Ketayun Mansion, Sahaji Raje Marg,Koldongri, Vile Parle (East)","Aggarwal Eye Hospital , Vile Parle"
19.0963781,72.8563994,"199, Dixit Cross Road, Near Chetan School, Vile Parle (East)",Ashish Maternity and Nursing Home - Vile Parle (E)
19.0963781,72.8563994,"Pushpa Apartments, Tejpal Scheme Main Road, Vile Parle (East), Mumbai",Dr. Kirits Nursing Home-Vile Parle
19.1043491,72.8464095,"27, Mahatma Gandhi Rd, Vile Parle East",Dr.Tushar Shah
19.0963781,72.8563994,"Pushpa Apartment, Ground Floor, Subhash Road Near Ghulam Joshi Bungalow Vile Parle - East Mumbai",Kirit Nursing Home
19.0963781,72.8563994,"Vimal Appt. Nehru Rd,No.9,10,11, Near Municipal Office,Vile-Parle (E), Mumbai,",Navjivan Maternity and Surgical Nursing Home
19.1007327,72.8484152,"102/6, Purshottam Niwas,1St Floor, Park Road, Vile Parle (E)",Parle Eye Hospital
19.1021198,72.8447758,"103, 104 Vyom Arcade, Tejpal Road, Vile-Parle (E)",Sarafs Diagnostic Center
19.0759837,72.8776559,"Nehru Road,Vileparle",Sarda Clinic
19.1084218,72.8485457,"101, Homai Mahal Shahaji Raje Marg, Vile Parle Mumbai",Saurabh Sanjanwala`S Maternity Gync.and Surgical Nur
19.095176,72.8499645,"Nanda Patkar Road, Vileparle East-Mumbai",Shreeji Associates C/O Dr Ranes Nursing Home
19.0963781,72.8563994,"261 Sumat Bhavan, Malvia Road, Above Jain Sthanak, Vile Parle East",Smt. Laxmiben Dharamsi Karsan Gala Eye Hospital
19.0963781,72.8563994,"103, Shyamkamal ""B"" Monghibai Road, Agarwal Market,Opp Rly Station Vile Parle(East) Mumbai",Sunder Pathology Laboratory
19.0963781,72.8563994,"104,Sagar Complex Bldg., Ram Mandir Road Corner, Besides Market Ram Mandir, Vile-Parle (E), Mumbai",Vasudev Eye Clinic
19.1024496,72.8499878,"Silver Apaartment 29, Mahant Road Vile Parle (E) Mumbai",Vivek Pathology Laboratory
19.1363246,72.82766,"10, Narsinh Niwas, 2Nd Floor, Near Daud Baug, 126 J P Road Above Punjabi Ghasitaram Halwai, Andheri (W)",Aastha Nursing Home - Andheri
19.1198548,72.8464601,"S.V Road, Opp Railway Station, Andheri West",Bses Mg Hospital (Managed By)Brahma Kumari Global Hospital and Res Center
19.1363246,72.82766,"Viral Apartments, I Floor, Shoppers Shop,S.V.Road, Andheri (W)",Doctor Eye Hospital
19.1363246,72.82766,"Spenta Mansion, S.V.Road, Andheri(W), Mumbai",Dr Eye Institute Pvi Ltd
19.1363246,72.82766,"Prabhudarshan S S Nagar Amboli, Andheri (W)",Dr Gadams Nursing Home
19.1166476,72.8427744,002/A 302/A Samrock Aprt C D Barliwala Marg Andheri W Mumbai,Dr Parmars Surgical Hospital
19.1363246,72.82766,"402,Alice Apartments, Near Paneri, S.V. Road,Andheri (W), Mumbai",Dr. Kirit Ichhashanker Oza - Andheri
19.1363246,72.82766,"4,Bungalow Andheri,West",Dr. Patel Nursing Home
19.1198548,72.8464601,"No-2, Swashray Bldg, Vishwabhari Society, V P Rd Off S V Rd Andheri West",Eye And Contact Lens Clinic
19.1363246,72.82766,"119/1St Floor, Sagar Shopping Centre, J. P. Road, Opposite Bombay Bazar Showroom, Andheri (W)",Kaveri Eye Care Centre
19.1152002,72.844139,Matru Ashish Near Hotel Karl Residency Lallubhai Park Andheri (W),Masrani Clinic For Women and Mimas
19.1363246,72.82766,"102-A Wing, Shiv Ashish Apt., 66, S. V. Road, Andheri (W), Mumbai",Mediwavw Clinic
19.1363246,72.82766,"110-A, Jaiprakash Road, OppositeNavrang Theatre, Andheri(W) Mumbai",Patil Hospital
19.1295475,72.822229,"F-3, Evershine Apartment, Four Bunglow, J. P. Road, Andheri(W), Mumbai",Purandare Hospital
19.1366248,72.8363278,"Dhananjay Apartmentd, Plot No C.T.S - 733, Veera Desai Road, Andheri (W)",R.G. Scientific Enterprises Ltd
19.113645,72.8697339,"1St Floor, Shilpa, Next To Blue Chip Apts, Vodafone, Ministore, Juhu Galli (C D Barfiwala Road), Andheri",Roshni Eye Hospital
19.1363246,72.82766,"Viral Apt, A4, Opp Shopper`S Stop,S V Road, Andheri West, Mumbai",Sainath Polyclinic
19.113645,72.8697339,"174, S.V. Road, 11, Ganga Vihar Residency,Behind Centre Square Building,Andheri",Sangeeta Maternity Surgical and Diagnostic Centre
19.1198548,72.8464601,Andheri Mumbai,Society Of The Helpers Of Mary Shraddha Vihar Hosp
19.1185922,72.872193,"113,Street 15 Andheri, Mumbai",Srl Ranbaxy Ltd
19.0759837,72.8776559,Anderi(W),Sushrut Clinic Orthosurgical Nursing Home
19.1363246,72.82766,"Above Panjabi Ghasitaram Halwai 126, J P Road, Near Navrang Cinema Andheri West Mumbai",Swati Eye Clinic
19.1363246,72.82766,Alka Building Opp M A High School S V Road Andheri W,Vibha Maternity And Surgical Nursing Home
19.1363246,72.82766,"Madhav Medicare Centre, Andheri West",Vishal X-Ray Clinic
19.104219,72.864046,"F/2,3 Ajit Nagar, J.B.Nagar, Andheri (E), Mumbai,",Ameya Surgical and General Nursing Home
19.113645,72.8697339,"Bhawani Tower Plot No 18A 101/102, Bhawani Nagar Near Marol Eduction Soc Andheri",Chiranjeevi Nursing Home
19.1081099,72.8677512,"Pandit Indra Marg, J.B. Nagar,",Dadhich Nursing Home
19.1405116,72.8421555,"105, First Floor, Markaz View, Opposite Excel Industries S.V Road, Jogeshwari(W), Mumbai",Diamond Hospital
19.1099032,72.8650609,"Goel Apts, J B Nagar, Near Kalgidhar High School, Wireless Street, Andheri East",Dr Goels Maternity and General Hospital
19.1154908,72.8726952,"6, Amarpali, Telli Galli, Next To Hotel Ras International Andheri East-Mumbai",Dr Punjabis Laboratory
19.1213135,72.8797755,"H-2, Vijay Tower,Vijay Nagar,Marol Maroshi Road Andheri(E) Mumbai",Dr.Pintos Pathological Laboratory
19.1110621,72.8655922,"1St Floor, Greenland Apts, Opp Hotel Kohinoor, J B Nagar, Andheri(E) Mumbai",Dr.Sandip Anand
19.1110621,72.8655922,"Mistry Complex, Sankalp (Gr. Floor)Nr. Greater Bank, J.B. Nagar, Andheri (E)",Kiran Care and Cure Hospital
19.1198548,72.8464601,Mukund Nagar Co-Opp Hsg Andheri Kurla Road Andheri (E) Mumbai,Mukund Maternity And Surgical Nursing Home
19.113645,72.8697339,"2-A,Manubharti Chs,Azad Lane,S V Road,Andheri",Nutan Mammography And Sonography Centre
19.1154908,72.8726952,1St & 2Nd Floor Laxmi Commarcial Premises Saki Naka Junction Andheri ( E),Paramount General Hospital and Icu
19.1110621,72.8655922,A-3/4 Monarch Palace Next To Saidev Hotel J B Nagar Andheri(E) Mumbai,Rachana Maternity Paediatric and Surgical Nursing Ho
19.1338837,72.8376429,"C Wing, Dhananjay Apt Behind Balaji Studio, Opp Veera Desai Road Andheri Mumbai",Rg Stone Urology And Laparoscopy Hospital
19.1188585,72.8802146,"Eco Park, Co. Op. Hsg., Society Limited, Flat No.000 D/3, Military Road, Moral-Maroshi Road, Andheri (E), Mumbai",Saish Nursing Home and Icu
19.1163793,72.8798583,"(Gipsa Only)Near Marol Maroshree Bus Depot, Marol,Marol Maroshi Road, Andheri (E), Mumbai",Sevenhills Healthcare Private Limited
19.1131214,72.867009,B-1 Greenland Apt J.B Ngr Andheri(E) Mumbai,Spectacles And Contact Lens Clinic
19.1165713,72.8825342,"Plot No.236, Twin Arcade,Military Road,Marol,Andheri (East),","Sugun Hospital Multispeciality Diagnostic, Icu"
19.1154908,72.8726952,1-Lacreame Nrakruti Trade Center Rd No-7 Kondivita Midc Area Andheri(E),Umang Maternity And Surgical Nursing Home -Andheri (E)
19.1738547,72.8476718,"Munshi Estate, M G Road, Muluind West",Dr Mandot Modern Clinical Pathology Laboratory
19.1364893,72.8488709,"B3/4, Satellite Classic Caves Road, Near Jogeshwari Railway Station, Jogeshwari (East)",Dr. Kamats Hospital - Jogeshwari - Mumbai
19.043902,72.8681195,"1St Floor, Near State Bank Of India, Station Road, Jogeshweri (East)",Dr. Kulkarni Hospital
19.1364893,72.8488709,"004/C-2, Satellite Classic, Caves Road, Opposite, Jogeshwari Railway Station, Jogeshwari (E), Mumbai",Dr. Shindes Childrens Hospital And Nicu
19.0759837,72.8776559,"7/2, N.R. Mistry Chawl, Near Shivsena Shakha, Megwadi, Jogeswari (E),Mumbai",Global Diagnostic Centre
19.1315933,72.8498738,"Plot No-13, Gr. Floor, & 1St Floor, "" Ushahkal"" Hindu Friends Society Road, Jogeshwari(E)",Parulekar Maternity And Surgical Nursing Home - Mumbai
19.1379278,72.8101762,"60,Fisheries University Road Anjuman Complex, Yari Road,Versova,Andheri(W)",A.E.Kalsekar Hospital
19.1306458,72.8184455,"5/6-C, Janakdeep Bldg, 7 Bungalow, J.P.Road, Andheri West",Mahima Hospital and Polyclinic
19.0759837,72.8776559,"Vishwashanti, Juhu - 7 Bungalows, Link Road, 7, Bungalows Garden, Mumbai",Mamta Maternity and Nursing Home
19.1350852,72.8146101,"Sea-Shell Annexe, Ground Floor, Seven Bunglows Road, Versova, Andheri (W), Mumbai",The Clinique and Nursing Home - Andheri
19.1699919,72.8497757,"Shriniketan, Pandurang Wadi, Goregaon (E), Mumbai",Dr. (Mrs.) S.D.Patki Clinic
19.0759837,72.8776559,Pralhad Shop 2 Aarey Road Goregoan East Mumbai,Dr.Ganaskars Pathology Laboratory
19.1691237,72.8754694,54 Yashodham Enclave Opp Royal Challenge Hotel Film City Road Goregaon East Mumbai,Enclave Maternity Home
19.1733185,72.8730215,"Satellite Gardens Ii, Film City Road, Goregoan (East),",Eye Smile Clinic
19.1737578,72.8597274,"Sai Road,Gokuldham,Gen. A. K. Vaidya Marg, Goregaon(E), Mumbai,",Gokuldham Medical Centre
19.1551485,72.8678551,"Rajnigandha Shoping Centre, Gokuldham, Filmcity Road, Goregaon E, Mumbai 63 Goregaon E, Mumbai 63",Kanchi Nursing Home
19.1737578,72.8597274,"Lachhiramplaza, Ground Floor, D-Wing(Film City Road), Gen.A.K.Vaidya Marg, Goregaon(E)",Sudha Hospital and Polyclinic
19.1745143,72.862324,"Padmavati Nagar,Gen. A.K.V . Marg,Mumbai",Surya Eye Clinic
19.1509735,72.8758099,Sarthak Society Ist Flr Aarey Rd Goregaon,Yashada Maternity and Surgical Home
19.1874689,72.8422219,"Divya Trusha, Mamlatdar Wadi Road, Malad- West, Mumbai",Abhijit Hospital
19.1963422,72.8105333,"C-Wing Meenakshi Apt, Orlem Marve Road Malad(W) Mumbai.",Adarsh Hospital
19.1827551,72.8401539,"Srinivas Apartment, 1St Floor Opp New Era Talkies Next To Rationing Office, 78, S V Road Malad(W) Mumbai-",Advanced Orthopaedic Centre
19.1016472,72.8500491,"A/2 Shriniwas Apartment, 78, S.V. Road Malad (W) Mumbai","Dr. Manoj Shah , Fractureaccident - Orthopaedic"
19.1963422,72.8105333,"The Swing, Ground Floor, Marve Rd, Malad (W)Mumbai",Dr. Vasa Hospital
19.1749892,72.8451337,"D/6, Rani Sati Nagar, S V Road, Malad(W) Mumbai",Dr.Guptas Nursing Home
19.1834939,72.8357436,"Shweta Bldg, Khandelwal Layout, Link Road Malad West Mumbai",Dr.Ronak Prakash Bhandari
19.180237,72.8554149,Malad Mumbai,Ear-Nose-Throat And Eye Clinic
19.1928391,72.8330873,"Evershine Nagar Sai Baba Park, Marve Link Road Malad Mumbai",Evershine Nursing Home
19.185155,72.8422978,Amprali Appartment Turel Pakhadi Road Malad-West Mumbai,Janhvi Nursing Home
19.1840599,72.846178,"B/1, Shree Dutta Apt., Amarshi Road, Malad (W), Mumbai,",Jay Polyclinic Surgical and Maternity Nursing Home and Iccu
19.1827551,72.8401539,"301,Jainson Plaza,OppositeMalad Shopping, S.V.Road, Malad (W), Mumbai,",Khandelwal Ent and General Hospital and Polyclinic
19.1757956,72.8419473,Laxmipalace Above Feast India Restaurant Off S V Road Opp Sunder Nagar Malad West Mumbai,Le Nest
19.1827551,72.8401539,"Vishal Complex, A-Wing, S.V. Road, Malad (W), Mumbai,",Lifeline Hospital Heart Insititute and Diagnostic Centre
19.1853044,72.8470214,"Kashi Kunj Road, Malad (W)",Manish Nursing Home
19.1843832,72.8362572,Shops No 7 8 9 Link Rd Malad West Mumbai-,Navkar Child Care Centre and Nursing Home
19.2254953,72.8544636,"Laxmi Palace, Sundar Nagar,S. V. Road, Malad (W)",Neelam Nursing Home (Lenest) - Malad (W)
19.2019275,72.8190866,"3Rd Floor, Deora Commercial Centre, Malad, Marve Road, Malad (West), Mumbai",Neon Critical Care
19.1827551,72.8401539,1 C/D Pushpa Chandra Apt Near N L High School S V Road Malad W Mumbai,Nirman Diagnostic Imaging Centre
19.1878099,72.845366,"Dhanyawad, Mamledar Wadi 1St Lane Malad(W) Mumbai",Puranik Hospital
19.13654,72.847579,"S-1 Unit/Shop No.9, Sunder Nagar, S.V.Road,Malad - W,",Rahul Eye Clinic
19.1827551,72.8401539,Nalda Rajsthani Seva Samiti Marg Avrsaien Nagar Malad W- Mumbai,Rajathani Seva Samiti
19.1897322,72.8460784,"Khetan Appts., S.V.Road, Malad(W), Mumbai,",Saraogi Maternity and General Hospital
19.1827551,72.8401539,Malad(W),Sunflowar Laboratory and Diagnostic Centre
19.1980732,72.8426229,"Tank Road, Next To Skywalk Tower, Near Orlem Church, End Of Shankar Lane Malad - West Mumbai",Surana Hospital And Research Centre
19.1827551,72.8401539,"A-1, Vikas Park, Linking Road, Opposite Uncle's Kitchen, Malad(W), Mumbai",Vinayak Maternity and General Hospital
19.0781122,72.8319933,"1A, Ashoka Road, 15 S.V. Road, Santacruz(W)",Clear Vision Eye Center
19.2222802,72.8544895,"Sidhivinayak Tower, Near Collecter Office, Natakwala Lane, Borivali(West), Mumbai",Dhanshri Hospital
19.164269,72.8454471,"Paras, S.V.Road, Goregaon(W)Mumbai",Dr Baliga Nursing Home
19.0759837,72.8776559,"43/341, Unnat Nagar 4, Opposite Rosary Church. M G Road, Mumbai",Jain Hospital and Medical Research Center
19.0599156,72.9011119,"Omprakash Arcade,2 Floor,Unit No.209,Ambedkar Garden",Kolekar Hospiatl
19.171536,72.9528553,302-303 Koteshwar Plaza Junction Of Jn Road And R.H.B Road Mulund(W),Omkar Eye Care Center
19.1998211,72.842594,"Shreeji Arcade, 3Rd Floor, Junction Of S.V.Road, & M.G.Road, OppositeDena Bank, Kandivali(W), Mumbai",Pratik Hospital and Maternity Home
19.2240612,72.8666469,"Godavari, E-Wing, Shanti-Van, Next To National Park, Borivali (East)",Anand Nursing Home - Borivali (E)
19.2240612,72.8666469,"No. B-4, Girirath, Carter Road Near Sai Baba Temple, Borivali (East)","Ankit Fracture, Maternity and Surgical Hospital"
19.2318937,72.8586904,"Plot10A, Satyanarayan Apartment Opp G H High School, Off M G Road, Borivili - East Mumbai",Asian Eye Institute And Laser Centre
19.2240612,72.8666469,"Sheel Palace Near State Bank, Dattapada Borivali East",Crystal Hospitals
19.2229268,72.8574421,"A/6-9, Lilam Buld, Dattapada Road, Borivali(E)","Dr Parikhs Maternity, Gynaec, and General Hospital"
19.0759837,72.8776559,"Laxmi Nivas, OppositeAmba Mandir, Carter Road-3, Borivli(E), Mumbai","Dr. Mehta,S Maternity Home"
19.234019,72.8643053,"Koyna, Shantivan Complex, Near National Park, Borivali ( E )",Mohit Hospital and Heart Centre
19.0759837,72.8776559,"B-1 & B-2, Laxmi Apartment, Kasturba Road No.3,Borivli (East), Mumbai,",Mukti Nursing Home
19.0759837,72.8776559,"Seeta Mahal, Kasturba Road No. 5, Borivili (E), Mumbai,",Narendra Hospital
